"duration","response_date","responseid","consent_1","consent_2","consent_3","failed_vpn_1","failed_vpn_2","failed_vpn_3","tutorial_slider_ck","tutorial_age_ck","tutorial_occ_ck","tutorial_resource_ck","attention_ck_midsurvey","importance_age","importance_race","importance_nchildren","importance_political","importance_criminal","importance_health","importance_occupation","importance_upbrinding","decision_style","decision_style_text","demog_age","demog_race","demog_race_text","demog_education","demog_work","demog_work_text","demog_political","demog_strong_dem","demog_strong_rep","demog_party_closeness","demog_liberal_conserv","demog_strong_lib","demog_strong_cons","demog_closer_lib","feedback","embeddedCode"
876,"2020-11-23 07:32:56","R_CZEzDQkkwCFiynn","Yes","Yes","Yes",NA,NA,NA,66,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Moderately Important","Low importance","Very Important","Not at all important","Very Important","Very Important","Neutral","Slightly important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",41,"Caucasian/White (non-Hispanic)","","4-year college degree","I am a full time student","","Democrat","Not strong","","","Liberal","Not very strong liberal","","","thank you!",16.8464722518917
439,"2020-11-23 07:32:58","R_1jIGL2iELDs20kp","Yes","Yes","Yes",NA,NA,NA,59,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Moderately Important","Not at all important","Not at all important","Not at all important","Low importance","Moderately Important","Slightly important","Not at all important","I compared the two persons attribute by attribute","",51,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Independent","","","Neither","Moderate","","","Neither","",17.0609359135993
578,"2020-11-23 07:33:28","R_29aiUzQ7sRarc0t","Yes","Yes","Yes",NA,NA,NA,74,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Extremely Important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","I compared the two persons attribute by attribute","",25,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Democrat","Strong","","","Liberal","Strong liberal","","","",18.5722396987426
310,"2020-11-23 07:33:36","R_22QCZcXGSce9G8V","Yes","Yes","Yes",NA,NA,NA,54,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Very Important","Moderately Important","Neutral","Neutral","Moderately Important","Moderately Important","Neutral","Neutral","I compared the two persons attribute by attribute","",34,"Black or African American (non-Hispanic)","","4-year college degree","Prefer not to say","","Republican","","Strong","","Moderate","","","Neither","",37.6965689129887
589,"2020-11-23 07:33:46","R_1LjrI4QsNhOtvZF","Yes","Yes","Yes",NA,NA,NA,63,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Very Important","Low importance","Moderately Important","Not at all important","Moderately Important","Very Important","Moderately Important","Very Important","I compared the two persons attribute by attribute","",36,"Black or African American (non-Hispanic)","","4-year college degree","","","Democrat","Not strong","","","Moderate","","","Closer to liberals","",14.4686778132964
288,"2020-11-23 07:33:58","R_pguWrJmpPbk8Hg5","Yes","Yes","Yes",NA,NA,NA,75,70,"Person B","a job","Style of Dress","Very Important","Not at all important","Low importance","Not at all important","Moderately Important","Very Important","Slightly important","Neutral","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",35,"Caucasian/White (non-Hispanic)","","High school graduate","I work full time","","Democrat","Strong","","","Liberal","Strong liberal","","","",48.7382299689898
528,"2020-11-23 07:34:01","R_3s1xpmp1UaGbxg9","Yes","Yes","Yes",NA,NA,NA,66,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Slightly important","Low importance","Slightly important","Not at all important","Not at all important","Moderately Important","Moderately Important","Moderately Important","I compared the two persons attribute by attribute","",45,"Caucasian/White (non-Hispanic)","","4-year college degree","I am a full time student","","Democrat","Not strong","","","Moderate","","","Closer to liberals","",35.0483042122909
585,"2020-11-23 07:34:04","R_32Xuer8mw9sCQQJ","Yes","Yes","Yes",NA,NA,NA,40,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Neutral","Not at all important","Moderately Important","Not at all important","Very Important","Very Important","Not at all important","Not at all important","I compared the two persons attribute by attribute","",45,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Republican","","Not strong","","Moderate","","","Closer to conservatives","well organized and presented",51.2938770447611
681,"2020-11-23 07:34:07","R_30vrfRDnwIOGSQg","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Low importance","Not at all important","Slightly important","Low importance","Very Important","Very Important","Slightly important","Not at all important","I compared the two persons attribute by attribute","",26,"Black or African American (non-Hispanic)","","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","I am unemployed","","Democrat","Not strong","","","Liberal","Strong liberal","","","",42.8487527083719
801,"2020-11-23 07:34:10","R_3OcqTYMu5FCEcxZ","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","Very Important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",45,"Caucasian/White (non-Hispanic)","","Some college, but no degree","I am a full time student,I work full time","","Democrat","Not strong","","","Moderate","","","Neither","thanks",47.781061289781
500,"2020-11-23 07:34:13","R_ReGoVzz1dh5UKY1","Yes","Yes","Yes",NA,NA,NA,51,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Extremely Important","Not at all important","Extremely Important","Not at all important","Extremely Important","Extremely Important","Not at all important","Not at all important","I compared the two persons attribute by attribute","",48,"Caucasian/White (non-Hispanic)","","2-year college degree","I work full time","","Democrat","Strong","","","Liberal","Strong liberal","","","",53.1570720826641
755,"2020-11-23 07:34:15","R_29hNLzWjPPySuLS","Yes","Yes","Yes",NA,NA,NA,84,70,"Person B","a job","Mental or Physical Health Issues","Slightly important","Neutral","Moderately Important","Neutral","Slightly important","Moderately Important","Very Important","Moderately Important","I compared the two persons attribute by attribute","",28,"Caucasian/White (non-Hispanic)","","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","I am a full time student","","Democrat","Strong","","","Liberal","Strong liberal","","","good to work on it",12.2013872676067
604,"2020-11-23 07:34:28","R_3fuCixLv8HiQ84R","Yes","Yes","Yes",NA,NA,NA,67,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Very Important","Not at all important","Moderately Important","Not at all important","Slightly important","Slightly important","Not at all important","Not at all important","I compared the two persons attribute by attribute","",56,"Caucasian/White (non-Hispanic)","","High school graduate","I am unemployed","","Republican","","Not strong","","Conservative","","Not very strong conservative","","",17.1828030704481
1101,"2020-11-23 07:34:30","R_b1NxzfavygrG4Nz","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Very Important","Very Important","Very Important","Low importance","Moderately Important","Moderately Important","Very Important","Moderately Important","I compared the two persons attribute by attribute","",59,"Asian/Pacific Islanders","","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","I work full time","","Independent","","","Closer to the Democratic Party","Moderate","","","Closer to liberals","",28.5258293816647
238,"2020-11-23 07:34:42","R_2wubodroKOII9oD","Yes","Yes","Yes",NA,NA,NA,58,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin,Location","Moderately Important","Not at all important","Low importance","Not at all important","Low importance","Moderately Important","Not at all important","Not at all important","I used both (1) and (2)","",38,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Republican","","Not strong","","Moderate","","","Closer to conservatives","",29.76123314322
1119,"2020-11-23 07:34:45","R_1r0U2UmyCvGl3RE","Yes","Yes","Yes",NA,NA,NA,38,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Extremely Important","Not at all important","Low importance","Low importance","Neutral","Extremely Important","Not at all important","Not at all important","I compared the two persons attribute by attribute","",36,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Democrat","Strong","","","Liberal","Strong liberal","","","",10.4607722271375
755,"2020-11-23 07:34:56","R_uqOokxLEItNRbep","Yes","Yes","Yes",NA,NA,NA,56,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Moderately Important","Not at all important","Neutral","Moderately Important","Very Important","Neutral","Neutral","Neutral","I compared the two persons attribute by attribute","",24,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Democrat","Not strong","","","Liberal","Strong liberal","","","",27.0050290839293
361,"2020-11-23 07:35:11","R_NWTuIrt7LJQ3hPb","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Slightly important","Not at all important","Slightly important","Not at all important","Slightly important","Not at all important","Moderately Important","Moderately Important","I compared the two persons attribute by attribute","",37,"Caucasian/White (non-Hispanic)","","Some college, but no degree","I work full time","","Democrat","Strong","","","Liberal","Strong liberal","","","None",28.5456147376787
1025,"2020-11-23 07:35:18","R_3Ey64QKVjXhlIMj","Yes","Yes","Yes",NA,NA,NA,53,70,"Person B","a job","Age,Mental or Physical Health Issues,National Origin","Moderately Important","Not at all important","Very Important","Not at all important","Moderately Important","Moderately Important","Slightly important","Low importance","I compared the two persons attribute by attribute","",35,"Caucasian/White (non-Hispanic)","","2-year college degree","I work part time","","Independent","","","Closer to the Republican Party","Moderate","","","Closer to conservatives","",43.3498421926866
317,"2020-11-23 07:36:02","R_DHQKg7ijHREUOKB","Yes","Yes","Yes",NA,NA,NA,57,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Not at all important","Not at all important","Slightly important","Not at all important","Extremely Important","Very Important","Low importance","Not at all important","I compared the two persons attribute by attribute","",28,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Democrat","Not strong","","","Moderate","","","Closer to liberals","",22.1969915498507
399,"2020-11-23 07:36:29","R_24IDm3BgP6zNhhs","Yes","Yes","Yes",NA,NA,NA,55,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Moderately Important","Not at all important","Not at all important","Not at all important","Low importance","Low importance","Not at all important","Not at all important","I compared the two persons attribute by attribute","",33,"Caucasian/White (non-Hispanic)","","High school graduate","I am unemployed","","Independent","","","Neither","Moderate","","","Neither","",21.1385407215307
351,"2020-11-23 07:36:39","R_uslM33rP12pYjRv","Yes","Yes","Yes",NA,NA,NA,72,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Low importance","Not at all important","Low importance","Not at all important","Neutral","Moderately Important","Low importance","Neutral","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",62,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Democrat","Not strong","","","Moderate","","","Closer to liberals","",40.5884122516933
964,"2020-11-23 07:36:47","R_1CezRSd1hz7aXpN","Yes","Yes","Yes",NA,NA,NA,68,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Moderately Important","Moderately Important","Neutral","Not at all important","Not at all important","Moderately Important","Not at all important","Not at all important","I followed a different strategy (please explain below):","I tried to determine which person would probably do the best health-wise without the device.",63,"Caucasian/White (non-Hispanic)","","Some college, but no degree","I work part time","","Independent","","","Closer to the Democratic Party","Liberal","Strong liberal","","","Best of luck, and stay healthy!",54.8545029863842
1108,"2020-11-23 07:36:52","R_2dF3yGqHluMAgTf","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Very Important","Low importance","Moderately Important","Not at all important","Low importance","Extremely Important","Moderately Important","Not at all important","I compared the two persons attribute by attribute","",31,"Caucasian/White (non-Hispanic)","","4-year college degree","Other","self employed","Independent","","","Closer to the Republican Party","Moderate","","","Closer to conservatives","",10.632432876302
605,"2020-11-23 07:37:18","R_1nZVMTg2vYSaeFk","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Moderately Important","Not at all important","Low importance","Neutral","Extremely Important","Extremely Important","Very Important","Moderately Important","I used both (1) and (2)","",30,"Black or African American (non-Hispanic)","","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","I work full time","","Republican","","Strong","","Liberal","Strong liberal","","","Good",26.787542297921
1269,"2020-11-23 07:37:31","R_1f7L1YD8dvLpv4G","Yes","Yes","Yes",NA,NA,NA,64,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Very Important","Low importance","Low importance","Low importance","Low importance","Slightly important","Moderately Important","Slightly important","I compared the two persons attribute by attribute","",34,"Black or African American (non-Hispanic)","","Some college, but no degree","I work full time","","Democrat","Strong","","","Liberal","Not very strong liberal","","","",36.2874440591055
840,"2020-11-23 07:37:34","R_Qd1YEd2PH26Aqbv","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Moderately Important","Not at all important","Moderately Important","Not at all important","Very Important","Moderately Important","Not at all important","Not at all important","I compared the two persons attribute by attribute","",51,"Caucasian/White (non-Hispanic)","","High school graduate","I work full time","","Independent","","","Closer to the Democratic Party","Moderate","","","Closer to liberals","",44.5046533955039
954,"2020-11-23 07:38:15","R_2qxAd3zIgnoxeR5","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Very Important","Moderately Important","Neutral","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Very Important","I compared the two persons attribute by attribute","",68,"Caucasian/White (non-Hispanic)","","4-year college degree","I am retired","","Republican","","Strong","","Conservative","","Strong conservative","","",22.4519964399403
908,"2020-11-23 07:38:18","R_vBlBfWNKJXIOGUF","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Very Important","Neutral","Moderately Important","Neutral","Very Important","Very Important","Moderately Important","Neutral","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",32,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Independent","","","Closer to the Democratic Party","Moderate","","","Closer to liberals","",11.8433855305992
1376,"2020-11-23 07:38:45","R_3efYRKwFzlRMgOF","Yes","Yes","Yes",NA,NA,NA,30,70,"Person B","a job","Mental or Physical Health Issues","Moderately Important","Not at all important","Moderately Important","Not at all important","Moderately Important","Very Important","Very Important","Not at all important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",47,"Caucasian/White (non-Hispanic)","","2-year college degree","I work full time","","Democrat","Not strong","","","Liberal","Strong liberal","","","",12.5448561437765
1370,"2020-11-23 07:38:52","R_2D6NReqySIgj3Y9","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Extremely Important","Not at all important","Very Important","Not at all important","Moderately Important","Extremely Important","Moderately Important","Moderately Important","I used both (1) and (2)","",34,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Democrat","Strong","","","Liberal","Not very strong liberal","","","none",10.282383063641
393,"2020-11-23 07:38:52","R_3spHqBH7lNHmCMl","Yes","Yes","Yes",NA,NA,NA,75,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Low importance","Not at all important","Moderately Important","Slightly important","Moderately Important","Very Important","Not at all important","Not at all important","I compared the two persons attribute by attribute","",58,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Democrat","Strong","","","Liberal","Strong liberal","","","",30.2800345947687
337,"2020-11-23 07:39:11","R_307hDmD2SNVxs9Z","Yes","Yes","Yes",NA,NA,NA,50,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Extremely Important","Not at all important","Not at all important","Not at all important","Slightly important","Slightly important","Low importance","Not at all important","I compared the two persons attribute by attribute","",44,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Republican","","Not strong","","Conservative","","Not very strong conservative","","",37.3992956654167
1356,"2020-11-23 07:41:28","R_aWaePvIhgfdkaLn","Yes","Yes","Yes",NA,NA,NA,73,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Extremely Important","Not at all important","Neutral","Slightly important","Moderately Important","Extremely Important","Moderately Important","Not at all important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",30,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Democrat","Strong","","","Liberal","Strong liberal","","","",42.7802132300055
738,"2020-11-23 07:41:31","R_3npdkYvXUZ485Ke","Yes","Yes","Yes",NA,NA,NA,50,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Low importance","Slightly important","Slightly important","Low importance","Not at all important","Moderately Important","Slightly important","Moderately Important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",42,"Black or African American (non-Hispanic)","","4-year college degree","I work full time","","Other Party","","","Closer to the Democratic Party","Liberal","Strong liberal","","","",23.6943292251542
283,"2020-11-23 07:42:15","R_RQ50KAVMPLLD5w5","Yes","Yes","Yes",NA,NA,NA,87,70,"Person B","a job","Age,Criminal History,Location","Very Important","Extremely Important","Very Important","Very Important","Moderately Important","Moderately Important","Very Important","Very Important","I compared the two persons attribute by attribute","",44,"Black or African American (non-Hispanic)","","4-year college degree","I work full time","","Democrat","Strong","","","Conservative","","Strong conservative","","NO",50.7715815351744
457,"2020-11-23 07:42:49","R_2ZCWRwPVaVizBUH","Yes","Yes","Yes",NA,NA,NA,50,70,"Person B","a job","Mental or Physical Health Issues,Criminal History","Not at all important","Not at all important","Not at all important","Not at all important","Neutral","Not at all important","Not at all important","Not at all important","I compared the two persons attribute by attribute","",38,"Caucasian/White (non-Hispanic)","","Some college, but no degree","I work part time","","Republican","","Not strong","","Moderate","","","Neither","",49.0271190092962
663,"2020-11-23 07:43:07","R_3kz7R4vgnma9nvP","Yes","Yes","Yes",NA,NA,NA,50,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Very Important","Not at all important","Not at all important","Not at all important","Not at all important","Very Important","Very Important","Not at all important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",53,"Caucasian/White (non-Hispanic)","","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","I work full time","","Independent","","","Neither","Moderate","","","Neither","none",34.2312568957525
412,"2020-11-23 07:43:32","R_3rUJ1vrQOAp83hE","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Very Important","Not at all important","Moderately Important","Not at all important","Very Important","Moderately Important","Very Important","Slightly important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",33,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Independent","","","Closer to the Democratic Party","Liberal","Not very strong liberal","","","",11.393694455827
395,"2020-11-23 07:43:53","R_2SiXqH1qqgmYFYb","Yes","Yes","Yes",NA,NA,NA,80,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Very Important","Not at all important","Not at all important","Not at all important","Low importance","Extremely Important","Low importance","Not at all important","I compared the two persons attribute by attribute","",29,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Republican","","Strong","","Conservative","","Strong conservative","","",13.7137508314833
873,"2020-11-23 07:43:57","R_1gNs5L9V0H5Xz96","Yes","Yes","Yes",NA,NA,NA,53,70,"Person B","a job","Age,Criminal History","Slightly important","Slightly important","Neutral","Low importance","Slightly important","Neutral","Neutral","Moderately Important","I compared the two persons attribute by attribute","",39,"Caucasian/White (non-Hispanic)","","4-year college degree","Other","Self-Employed","Independent","","","Neither","Liberal","Strong liberal","","","No feedback to give, but thank you. ",56.7175949627342
1641,"2020-11-23 07:44:40","R_erZY5ocK7c7y6jv","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Moderately Important","Not at all important","Very Important","Not at all important","Extremely Important","Extremely Important","Extremely Important","Low importance","I compared the two persons attribute by attribute","",32,"Caucasian/White (non-Hispanic)","","High school graduate","I work full time","","Democrat","Not strong","","","Liberal","Strong liberal","","","",55.1716236151223
385,"2020-11-23 07:44:43","R_1KYFsab9ae8bkjv","Yes","Yes","Yes",NA,NA,NA,84,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Very Important","Low importance","Very Important","Moderately Important","Very Important","Extremely Important","Very Important","Slightly important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",28,"Caucasian/White (non-Hispanic)","","4-year college degree","I work part time","","Republican","","Not strong","","Conservative","","Not very strong conservative","","",56.3150401584141
264,"2020-11-23 07:45:17","R_1Qyn4rKKtpyFLfj","Yes","Yes","Yes",NA,NA,NA,79,70,"Person B","a job","Age","Low importance","Very Important","Neutral","Low importance","Slightly important","Moderately Important","Neutral","Low importance","I started with (1) and switched to (2)","",32,"Latino or Hispanic","","4-year college degree","I am a full time student","","Democrat","Strong","","","Liberal","Strong liberal","","","",23.9618733511218
547,"2020-11-23 07:45:17","R_1pDyVZJzeI4S9pu","Yes","Yes","Yes",NA,NA,NA,54,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Moderately Important","Not at all important","Slightly important","Not at all important","Very Important","Very Important","Slightly important","Not at all important","I compared the two persons attribute by attribute","",45,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Democrat","Not strong","","","Liberal","Not very strong liberal","","","",43.070519164221
653,"2020-11-23 07:45:26","R_1FG7hwgAPCg9pq9","Yes","Yes","Yes",NA,NA,NA,86,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Extremely Important","Not at all important","Not at all important","Not at all important","Not at all important","Moderately Important","Not at all important","Slightly important","I compared the two persons attribute by attribute","",45,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Democrat","Strong","","","Liberal","Strong liberal","","","I was confused about one of the questions. It asked if national origin had been rated and I was confused as to whether that meant race which was mentioned or if it meant what country they came from. I selected it because I felt it also included race.",11.5696372260735
379,"2020-11-23 07:45:42","R_1kMP0KVuI6MB9df","Yes","Yes","Yes",NA,NA,NA,64,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Slightly important","Not at all important","Low importance","Not at all important","Extremely Important","Not at all important","Not at all important","Slightly important","I used both (1) and (2)","",45,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Independent","","","Neither","Moderate","","","Neither","",12.4839861608306
581,"2020-11-23 07:45:48","R_2EBrGeO5wjBTZxy","Yes","Yes","Yes",NA,NA,NA,64,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Moderately Important","Moderately Important","Not at all important","Low importance","Slightly important","Moderately Important","Slightly important","Low importance","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",59,"Black or African American (non-Hispanic)","","4-year college degree","I work full time","","Democrat","Not strong","","","Conservative","","Not very strong conservative","","",11.5901325446531
1779,"2020-11-23 07:46:00","R_YPUqZPvuKtu1uhz","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Criminal History,National Origin","Low importance","Slightly important","Extremely Important","Slightly important","Moderately Important","Moderately Important","Very Important","Moderately Important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",37,"Asian/Pacific Islanders","","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","I work full time","","","","","","Moderate","","","Closer to conservatives","",15.1646995037246
366,"2020-11-23 07:47:13","R_2vhTLIvC2rGnTAf","Yes","Yes","Yes",NA,NA,NA,78,70,"Person B","a job","Age","Very Important","Low importance","Low importance","Low importance","Low importance","Very Important","Low importance","Low importance","I compared the two persons attribute by attribute","",32,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Democrat","Not strong","","","Liberal","Not very strong liberal","","","",39.087358484065
709,"2020-11-23 07:47:30","R_1fdNzUIOleK8LeF","Yes","Yes","Yes",NA,NA,NA,63,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Slightly important","Not at all important","Moderately Important","Not at all important","Very Important","Very Important","Neutral","Very Important","I compared the two persons attribute by attribute","",33,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Republican","","Not strong","","Conservative","","Not very strong conservative","","",38.9940458009937
512,"2020-11-23 07:48:32","R_2BrOeLvMTZnkjAh","Yes","Yes","Yes",NA,NA,NA,70,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Slightly important","Not at all important","Extremely Important","Not at all important","Moderately Important","Not at all important","Very Important","Not at all important","I compared the two persons attribute by attribute","",30,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Republican","","Not strong","","Conservative","","Not very strong conservative","","",44.4122095022845
417,"2020-11-23 07:48:47","R_z2v9FhJ0P8Ri7At","Yes","Yes","Yes",NA,NA,NA,91,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Extremely Important","Not at all important","Very Important","Not at all important","Low importance","Extremely Important","Neutral","Not at all important","I started with (2) and switched to (1)","",30,"Asian/Pacific Islanders,Caucasian/White (non-Hispanic)","","High school graduate","I work full time","","Republican","","Not strong","","Moderate","","","Closer to conservatives","",29.0871824512927
336,"2020-11-23 07:48:50","R_1EQRmi3RXtXEwZr","Yes","Yes","Yes",NA,NA,NA,100,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Moderately Important","Not at all important","Moderately Important","Not at all important","Low importance","Slightly important","Not at all important","Not at all important","I compared the two persons attribute by attribute","",32,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Democrat","Strong","","","Liberal","Strong liberal","","","",54.7340483790576
502,"2020-11-23 07:48:51","R_27d5qWNjEDt61IW","Yes","Yes","Yes",NA,NA,NA,81,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Extremely Important","Not at all important","Very Important","Not at all important","Not at all important","Very Important","Not at all important","Not at all important","I compared the two persons attribute by attribute","",38,"Asian/Pacific Islanders","","High school graduate","I work full time","","Democrat","Strong","","","Liberal","Strong liberal","","","No comments, but thank you.",18.8424304208817
656,"2020-11-23 07:49:15","R_zY9vHsKTaDQL0Y1","Yes","Yes","Yes",NA,NA,NA,84,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Extremely Important","Not at all important","Extremely Important","Not at all important","Not at all important","Extremely Important","Not at all important","Not at all important","I compared the two persons attribute by attribute","",56,"Caucasian/White (non-Hispanic)","","Some college, but no degree","I work part time","","Republican","","Not strong","","Conservative","","Strong conservative","","",17.1901862740494
254,"2020-11-23 07:49:44","R_3Gxm0fzkp3oh7Db","Yes","Yes","Yes",NA,NA,NA,81,70,"Person B","a job","Age,Criminal History,National Origin,Style of Dress,Location","Very Important","Very Important","Extremely Important","Very Important","Very Important","Extremely Important","Very Important","Very Important","I examined all attributes associated with each person first to form my impression of him/her before comparing the two persons to make a decision","",38,"Black or African American (non-Hispanic)","","4-year college degree","I work full time","","Republican","","Strong","","Liberal","Strong liberal","","","Good",51.029272821273
907,"2020-11-23 07:49:58","R_3stB93wCP2ZjGw6","Yes","Yes","Yes",NA,NA,NA,73,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History,National Origin","Very Important","Not at all important","Extremely Important","Not at all important","Low importance","Extremely Important","Neutral","Neutral","I followed a different strategy (please explain below):","Age and children",61,"Asian/Pacific Islanders,Caucasian/White (non-Hispanic)","","2-year college degree","I am a full time student,I work full time","","Republican","","Not strong","","Conservative","","Not very strong conservative","","",37.3787630420129
375,"2020-11-23 07:51:18","R_3e8gw6CJVbsTzFY","Yes","Yes","Yes",NA,NA,NA,61,70,"Person B","a job","Age,Mental or Physical Health Issues,Criminal History","Very Important","Not at all important","Moderately Important","Not at all important","Slightly important","Low importance","Not at all important","Not at all important","I compared the two persons attribute by attribute","",41,"Caucasian/White (non-Hispanic)","","4-year college degree","I work full time","","Democrat","Not strong","","","Liberal","Not very strong liberal","","","",23.2674970015109
